Name,Date Practiced,Refresh Database,Tunes
The Flowers of Munster (24-11-18),"November 18, 2024 8:14 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),The Flowers of Munster (https://www.notion.so/The-Flowers-of-Munster-13f04f42e3e080f3b14aec00883fca4a?pvs=21)
Lawson’s  (24-11-18),"November 18, 2024 8:14 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Lawson’s  (https://www.notion.so/Lawson-s-13904f42e3e080519acdf5af35beae2b?pvs=21)
The Scartaglin  (24-11-18),"November 18, 2024 8:15 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),The Scartaglin  (https://www.notion.so/The-Scartaglin-0ba8cae210a34568993196d502ccda1f?pvs=21)
The Banks of Ilen (24-11-18),"November 18, 2024 8:15 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),The Banks of Ilen (https://www.notion.so/The-Banks-of-Ilen-8b72b7cf8f1d405e818817b4f00e6482?pvs=21)
Up On the Wagon (24-11-18),"November 18, 2024 8:15 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Up On the Wagon (https://www.notion.so/Up-On-the-Wagon-b85dc676e75e497790c148e4ad87e924?pvs=21)
Timmy O’Connor’s  (24-11-18),"November 18, 2024 8:15 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Timmy O’Connor’s  (https://www.notion.so/Timmy-O-Connor-s-a8f79c03595b4241a138009c370c2444?pvs=21)
Bó Mín Na Toichean (24-11-18),"November 18, 2024 8:15 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Bó Mín Na Toichean (https://www.notion.so/B-M-n-Na-Toichean-14004f42e3e0809f97e5ee038f18c950?pvs=21)
Leather Away the Waddle-O (24-11-18),"November 18, 2024 8:16 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Leather Away the Wattle-O (https://www.notion.so/Leather-Away-the-Wattle-O-151b2c78f91a4604a678644ca33f1d96?pvs=21)
David Collins #2 (24-11-19),"November 19, 2024 8:53 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),David Collins #2 (https://www.notion.so/David-Collins-2-9d557794a1d544dd9f56c1eea03f9a67?pvs=21)
The Union Reel (24-11-19),"November 19, 2024 8:58 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),The Union Reel (https://www.notion.so/The-Union-Reel-7783ab2b870e472492297bd669f47b74?pvs=21)
Upperchurch Polka #1 (24-11-19),"November 19, 2024 8:59 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Upperchurch Polka #1 (https://www.notion.so/Upperchurch-Polka-1-ce94e991a3cb4fb1a03d2dafad5ac576?pvs=21)
Upperchurch Polka #2 (24-11-19),"November 19, 2024 8:59 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Upperchurch Polka #2 (https://www.notion.so/Upperchurch-Polka-2-9531fd9e9548464bb0485fb52a8b0b7f?pvs=21)
David Collins #1  (24-11-19),"November 19, 2024 8:59 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),David Collins #1  (https://www.notion.so/David-Collins-1-7cf501a1d26e4b0aa168bfe03893ec61?pvs=21)
Shoe the Donkey (24-11-20),"November 20, 2024 5:52 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Shoe the Donkey (https://www.notion.so/Shoe-the-Donkey-63e913a725ba4c72b3c19f010b2a23a7?pvs=21)
Sonny Brogan #2 (24-11-20),"November 20, 2024 5:52 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Sonny Brogan #2 (https://www.notion.so/Sonny-Brogan-2-feae5ab840b24f82bc4ec47c5bc40b7e?pvs=21)
Sonny Brogan #1 (24-11-20),"November 20, 2024 5:52 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Sonny Brogan #1 (https://www.notion.so/Sonny-Brogan-1-17d8cc3c5b9643e398ef0741e5ab30e9?pvs=21)
David Collins #3 (24-11-20),"November 20, 2024 9:59 PM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),David Collins #3 (https://www.notion.so/David-Collins-3-febe9a45e7e1425f9d6cd7317ea87cfe?pvs=21)
Basket of Turf (24-11-20),"November 20, 2024 10:41 PM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Basket of Turf (https://www.notion.so/Basket-of-Turf-aeb7e80749444bad8b24174079f30446?pvs=21)
The Hag at the Churn (24-11-20),"November 20, 2024 10:41 PM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),The Hag at the Churn (https://www.notion.so/The-Hag-at-the-Churn-4621de54f6474cee9ad99dbedda88ec5?pvs=21)
The Maid in the Meadow (24-11-20),"November 20, 2024 10:41 PM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),The Maid in the Meadow (https://www.notion.so/The-Maid-in-the-Meadow-7e50a54798064e4e8de541296da59f9b?pvs=21)
The Spotted Dog (24-11-20),"November 20, 2024 10:41 PM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),The Spotted Dog (https://www.notion.so/The-Spotted-Dog-0b7225445a0047f7a0cadab25f006f1b?pvs=21)
Maureen’s Fancy (24-11-20),"November 20, 2024 10:43 PM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Maureen’s Fancy (https://www.notion.so/Maureen-s-Fancy-384a69b44e5c43a399b7c04dea61fe46?pvs=21)
The Cucanandy  (24-11-21),"November 21, 2024 7:23 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),The Cucanandy  (https://www.notion.so/The-Cucanandy-cd2e000a96424f8ebe1a7a81e4c108d0?pvs=21)
Comb Your Hair and Curl It (24-11-21),"November 21, 2024 7:24 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Comb Your Hair and Curl It (https://www.notion.so/Comb-Your-Hair-and-Curl-It-5591068a74424c239af21f41fb1a2387?pvs=21)
Maureen’s Fancy (24-11-25),"November 25, 2024 9:53 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Maureen’s Fancy (https://www.notion.so/Maureen-s-Fancy-384a69b44e5c43a399b7c04dea61fe46?pvs=21)
The Meelick Team (24-11-25),"November 25, 2024 9:53 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),The Meelick Team (https://www.notion.so/The-Meelick-Team-57733247e8e04e1ba7bcc895eecf1284?pvs=21)
Tobín’s Favorite (24-11-25),"November 25, 2024 9:53 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Tobín’s Favorite (https://www.notion.so/Tob-n-s-Favorite-ecc3e26246a449edab7f10c8f903406d?pvs=21)
Old Monaghan Twig (24-11-25),"November 25, 2024 10:51 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Old Monaghan Twig (https://www.notion.so/Old-Monaghan-Twig-14504f42e3e080e29ffcdbc758f4c3f0?pvs=21)
Monaghan Twig (24-11-25),"November 25, 2024 10:51 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Monaghan Twig (https://www.notion.so/Monaghan-Twig-8ed17efdecc642109d2a0213d7b9839d?pvs=21)
The Hare’s Paw (24-11-25),"November 25, 2024 10:51 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),The Hare’s Paw (https://www.notion.so/The-Hare-s-Paw-14504f42e3e0801e8f02e6cf9174f023?pvs=21)
The Green Mountain (24-11-25),"November 25, 2024 10:52 PM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),The Green Mountain (https://www.notion.so/The-Green-Mountain-10904f42e3e08022a9ead2f39eb15442?pvs=21)
The Union Reel (24-11-25),"November 25, 2024 10:52 PM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),The Union Reel (https://www.notion.so/The-Union-Reel-7783ab2b870e472492297bd669f47b74?pvs=21)
Scatter the Mud  (24-11-25),"November 25, 2024 10:52 PM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Scatter the Mud  (https://www.notion.so/Scatter-the-Mud-f7f5a04fd01d441e9bb23fb63171df6f?pvs=21)
Apples in Winter (24-11-25),"November 25, 2024 10:53 PM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Apples in Winter (https://www.notion.so/Apples-in-Winter-fc613a69d96e41c5bdec4a6f35359602?pvs=21)
Johnny Mickey’s (24-11-25),"November 25, 2024 10:53 PM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Johnny Mickey’s (https://www.notion.so/Johnny-Mickey-s-13f04f42e3e0805aabbdc819ea6dc9bc?pvs=21)
The Star Above the Garter (24-11-25),"November 25, 2024 10:53 PM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),The Star Above the Garter (https://www.notion.so/The-Star-Above-the-Garter-0d583c414356431ebe90179ae2702bef?pvs=21)
Drummond Castle (24-11-26),"November 26, 2024 9:27 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Drummond Castle (https://www.notion.so/Drummond-Castle-14a04f42e3e0807db7a1f3643e927573?pvs=21)
The Banshee (24-11-26),"November 26, 2024 9:27 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),The Banshee (https://www.notion.so/The-Banshee-14a04f42e3e080cd821cc9f1d7a173d1?pvs=21)
Johnny Mickey’s (24-11-26),"November 26, 2024 9:28 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Johnny Mickey’s (https://www.notion.so/Johnny-Mickey-s-13f04f42e3e0805aabbdc819ea6dc9bc?pvs=21)
Dingle Regatta (24-11-26),"November 26, 2024 9:29 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Dingle Regatta (https://www.notion.so/Dingle-Regatta-a089fde022d4406a8bdb99c59fcfcae9?pvs=21)
Bó Mín Na Toichean (24-11-26),"November 26, 2024 9:29 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Bó Mín Na Toichean (https://www.notion.so/B-M-n-Na-Toichean-14004f42e3e0809f97e5ee038f18c950?pvs=21)
Renafast Jig (24-11-26),"November 26, 2024 6:05 PM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Renafast Jig (https://www.notion.so/Renafast-Jig-12c04f42e3e080a693d8dd5411c8c6b5?pvs=21)
King of the Fairies (24-11-26),"November 26, 2024 6:34 PM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),King of the Fairies (https://www.notion.so/King-of-the-Fairies-bd0c407bf3394939a7da85a9ca1398b7?pvs=21)
Queen of the Fairies (24-11-26),"November 26, 2024 6:34 PM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Queen of the Fairies (https://www.notion.so/Queen-of-the-Fairies-5a9091fc5dce44cb883e94bde93987de?pvs=21)
The Laurel Tree (24-11-26),"November 26, 2024 10:02 PM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),The Laurel Tree (https://www.notion.so/The-Laurel-Tree-14504f42e3e0808b878ed27e1351f1a0?pvs=21)
The Eel in the Sink (24-11-26),"November 26, 2024 10:02 PM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),The Eel in the Sink (https://www.notion.so/The-Eel-in-the-Sink-1d21072a8be449ceac420793d07bfdb2?pvs=21)
Páidín Ó Raifertaigh (24-11-26),"November 26, 2024 10:25 PM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Páidín Ó Raifertaigh (https://www.notion.so/P-id-n-Raifertaigh-14504f42e3e0802693f2e5ed4c81b8ea?pvs=21)
The Centenary (24-11-26),"November 26, 2024 11:02 PM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),The Centenary (https://www.notion.so/The-Centenary-92b331979a7e4af7bc6663116d9efd7c?pvs=21)
Donal de Barra's Slide (24-11-27),"November 27, 2024 6:50 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Donal de Barra's Slide (https://www.notion.so/Donal-de-Barra-s-Slide-faa70f3d16b542609a16b70d8ae58855?pvs=21)
Eileen Arun (24-11-27),"November 27, 2024 7:06 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Eileen Arun (https://www.notion.so/Eileen-Arun-fd9cc0c3f5214836888970be3aa9c3d5?pvs=21)
Bill Harte's Jig (24-11-27),"November 27, 2024 7:06 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Bill Harte's Jig (https://www.notion.so/Bill-Harte-s-Jig-3418c7744c5e4530be372b642c006eb6?pvs=21)
The Rambling Pitchfork (24-11-27),"November 27, 2024 7:07 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),The Rambling Pitchfork (https://www.notion.so/The-Rambling-Pitchfork-b0aff6d7180b47ce957944a150be454b?pvs=21)
The Meelick Team (24-11-27),"November 27, 2024 7:07 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),The Meelick Team (https://www.notion.so/The-Meelick-Team-57733247e8e04e1ba7bcc895eecf1284?pvs=21)
Maureen’s Fancy (24-11-27),"November 27, 2024 7:07 AM (CST)",Refresh 02 (https://www.notion.so/Refresh-02-a88360def3bf4f439e7624d26f0b9649?pvs=21),Maureen’s Fancy (https://www.notion.so/Maureen-s-Fancy-384a69b44e5c43a399b7c04dea61fe46?pvs=21)
The Flowers of Munster (24-11-27),"November 27, 2024 7:40 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),The Flowers of Munster (https://www.notion.so/The-Flowers-of-Munster-13f04f42e3e080f3b14aec00883fca4a?pvs=21)
Old Monaghan Twig (24-11-27),"November 27, 2024 7:40 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),Old Monaghan Twig (https://www.notion.so/Old-Monaghan-Twig-14504f42e3e080e29ffcdbc758f4c3f0?pvs=21)
Monaghan Twig (24-11-27),"November 27, 2024 7:41 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),Monaghan Twig (https://www.notion.so/Monaghan-Twig-8ed17efdecc642109d2a0213d7b9839d?pvs=21)
The Lasses of Limerick (24-11-27),"November 27, 2024 8:12 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),The Lasses of Limerick (https://www.notion.so/The-Lasses-of-Limerick-f6d7f33d585e47b0b12b38a1e8102eac?pvs=21)
Virginia Reel (24-11-27),"November 27, 2024 8:12 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),Virginia Reel (https://www.notion.so/Virginia-Reel-a70cac6ef3b446bbb552f061102e6d0a?pvs=21)
Martin Wynne’s #1 (24-11-27),"November 27, 2024 8:12 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),Martin Wynne’s #1 (https://www.notion.so/Martin-Wynne-s-1-8cbd6ec8afd74af08f08ae0647b7ac52?pvs=21)
The Banks of Ilen (24-11-27),"November 27, 2024 8:12 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),The Banks of Ilen (https://www.notion.so/The-Banks-of-Ilen-8b72b7cf8f1d405e818817b4f00e6482?pvs=21)
The Scartaglin  (24-11-27),"November 27, 2024 8:13 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),The Scartaglin  (https://www.notion.so/The-Scartaglin-0ba8cae210a34568993196d502ccda1f?pvs=21)
Timmy O’Connor’s  (24-11-27),"November 27, 2024 10:52 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),Timmy O’Connor’s  (https://www.notion.so/Timmy-O-Connor-s-a8f79c03595b4241a138009c370c2444?pvs=21)
Leather Away the Waddle-O (24-11-27),"November 27, 2024 10:52 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),Leather Away the Wattle-O (https://www.notion.so/Leather-Away-the-Wattle-O-151b2c78f91a4604a678644ca33f1d96?pvs=21)
Up On the Wagon (24-11-27),"November 27, 2024 10:52 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),Up On the Wagon (https://www.notion.so/Up-On-the-Wagon-b85dc676e75e497790c148e4ad87e924?pvs=21)
Bird in the Bush (24-11-27),"November 27, 2024 11:52 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),Bird in the Bush (https://www.notion.so/Bird-in-the-Bush-127095877e7a42d4ba02594684b406a6?pvs=21)
Lark in the Morning (24-11-27),"November 27, 2024 11:53 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),Lark in the Morning (https://www.notion.so/Lark-in-the-Morning-7c439528f9eb4d8c9cb3d7386dc1761a?pvs=21)
The Maid in the Meadow (24-11-27),"November 27, 2024 11:53 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),The Maid in the Meadow (https://www.notion.so/The-Maid-in-the-Meadow-7e50a54798064e4e8de541296da59f9b?pvs=21)
Páidín Ó Raifertaigh (24-11-27),"November 27, 2024 11:53 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),Páidín Ó Raifertaigh (https://www.notion.so/P-id-n-Raifertaigh-14504f42e3e0802693f2e5ed4c81b8ea?pvs=21)
Drummond Castle (24-11-27),"November 27, 2024 1:04 PM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),Drummond Castle (https://www.notion.so/Drummond-Castle-14a04f42e3e0807db7a1f3643e927573?pvs=21)
The Ballydesmond Polka #1 (24-11-28),"November 28, 2024 9:46 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),The Ballydesmond Polka #1 (https://www.notion.so/The-Ballydesmond-Polka-1-fc086c82dcde4265b2300c31ce4bba3d?pvs=21)
The Ballydesmond Polka #2 (24-11-28),"November 28, 2024 9:47 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),The Ballydesmond Polka #2 (https://www.notion.so/The-Ballydesmond-Polka-2-fd22f73c57174270884b9c6803d3cc1e?pvs=21)
The Ballydesmond Polka #3 (24-11-28),"November 28, 2024 9:47 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),The Ballydesmond Polka #3 (https://www.notion.so/The-Ballydesmond-Polka-3-00a5d186ae494b25967004a77533d9ae?pvs=21)
Sí Bheag Sí Mhór (24-11-28),"November 28, 2024 9:52 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),Sí Bheag Sí Mhór (https://www.notion.so/S-Bheag-S-Mh-r-89166561cfef4087a14d1b5a4544965e?pvs=21)
The Sunny Hills Of Beara (24-11-28),"November 28, 2024 10:18 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),The Sunny Hills Of Beara (https://www.notion.so/The-Sunny-Hills-Of-Beara-11a04f42e3e0803aa72bfd5ea458a31b?pvs=21)
Wise Maid (24-11-28),"November 28, 2024 10:45 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),Wise Maid (https://www.notion.so/Wise-Maid-eff0b48f98df46308fddca2be909503f?pvs=21)
Cooley’s Reel (24-11-28),"November 28, 2024 10:45 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),Cooley’s Reel (https://www.notion.so/Cooley-s-Reel-11a387acbb624bef89a5c080441ba029?pvs=21)
The Laurel Tree (24-11-28),"November 28, 2024 10:45 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),The Laurel Tree (https://www.notion.so/The-Laurel-Tree-14504f42e3e0808b878ed27e1351f1a0?pvs=21)
Monaghan Twig (24-11-28),"November 28, 2024 10:46 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),Monaghan Twig (https://www.notion.so/Monaghan-Twig-8ed17efdecc642109d2a0213d7b9839d?pvs=21)
Old Monaghan Twig (24-11-28),"November 28, 2024 10:46 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),Old Monaghan Twig (https://www.notion.so/Old-Monaghan-Twig-14504f42e3e080e29ffcdbc758f4c3f0?pvs=21)
The Golden Keyboard (24-11-28),"November 28, 2024 10:58 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),The Golden Keyboard (https://www.notion.so/The-Golden-Keyboard-11704f42e3e08034b122d622cc09c1a8?pvs=21)
Britches Full of Stitches (24-11-28),"November 28, 2024 10:59 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),Britches Full of Stitches (https://www.notion.so/Britches-Full-of-Stitches-58f79dac8cc44adb9d6e5ca2dcd114cb?pvs=21)
Drummond Castle (24-11-28),"November 28, 2024 10:59 AM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),Drummond Castle (https://www.notion.so/Drummond-Castle-14a04f42e3e0807db7a1f3643e927573?pvs=21)
The Home Ruler (24-11-28),"November 28, 2024 10:46 PM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),The Home Ruler (https://www.notion.so/The-Home-Ruler-d8422970394e4c04b46736d3c46284b7?pvs=21)
The Plains of Boyle (24-11-28),"November 28, 2024 10:46 PM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),The Plains of Boyle (https://www.notion.so/The-Plains-of-Boyle-edf9e246e3184e67a45e1e4659674c46?pvs=21)
Lady Anne Montgomery (24-11-28),"November 28, 2024 10:46 PM (CST)",Refresh 03 (https://www.notion.so/Refresh-03-f2ec56ad874d4b3eb4b4b1614f179d9a?pvs=21),Lady Anne Montgomery (https://www.notion.so/Lady-Anne-Montgomery-aa078c94d2784c07ac1baa6174f0ed45?pvs=21)
